31,33	1839
59,57	2081
30,56	1932
92,67	2048
3,15	2246
24,75	2292
37,79	2157
7,55	2201
63,6	2118
64,80	1731
73,7	2140
53,51	2452
21,76	1962
97,33	2279
7,1	2146
83,47	1939
35,51	2112
97,20	2475
12,89	1890
16,12	1693
75,28	2044
90,50	1771
99,66	2165
12,16	1734
77,3	1962
95,84	1887
89,85	2380
14,14	1978
43,0	2186
81,41	1840
77,13	1953
81,2	1737
46,7	2124
18,14	1880
79,82	2018
79,60	2050
20,44	2269
57,37	1941
88,42	1898
49,41	1916
97,24	2339
49,16	2003
37,22	2277
21,90	2479
99,80	2115
17,37	1808
27,38	2541
6,70	2122
10,98	1964
93,82	2037
93,37	1970
57,68	1772
59,71	1871
72,50	1980
20,3	2414
46,22	2007
2,38	2138
59,44	2061
96,89	2366
11,80	1869
67,74	1697
39,33	1877
37,48	1904
1,66	1958
25,54	1775
85,34	1804
94,90	2352
75,5	2139
45,49	2075
69,29	1942
97,5	2612
35,91	1882
98,43	2500
35,42	1911
95,40	1816
31,1	2056
26,77	2268
42,66	1860
33,88	2076
26,1	2208
50,76	1952
85,16	1815
24,35	1985
22,24	1978
30,27	1903
95,39	1996
47,76	2091
11,75	1872
1,53	2081
59,97	1954
29,43	1919
84,37	1950
10,8	2027
87,18	1962
91,44	2155
72,54	1939
62,68	1991
57,5	2308
87,8	1937
43,87	2314
38,89	2045
94,76	2035
24,93	2012
77,79	1689
81,89	2045
2,52	1942
56,67	1936
25,32	2264
98,72	2020
37,39	2361
11,88	1984
28,7	1803
41,6	1897
97,37	2127
22,28	2121
20,75	2181
17,5	2170
6,6	2031
56,16	2033
26,59	1979
41,49	1927
66,5	1925
69,90	2475
24,62	2304
37,3	2364
64,48	1473
67,96	2042
18,29	1593
9,40	1945
33,7	2185
19,31	2001
80,42	1949
71,20	1831
7,86	1953
93,1	2000
61,98	1803
87,29	1773
16,38	2079
73,66	1906
55,39	2428
67,45	2103
65,61	1960
20,53	2278
4,58	1915
26,42	1940
51,44	2251
59,84	2023
2,89	2166
97,51	2685
5,26	1710
42,17	1853
18,76	1850
49,81	2088
36,61	2107
94,50	1869
65,72	1616
57,1	1842
72,76	1899
76,98	1904
46,13	1912
98,94	2354
10,0	2203
46,44	2008
87,4	1894
12,85	1985
24,57	2282
45,6	2089
37,40	2022
54,43	2070
3,51	2454
72,32	2289
3,91	1991
40,91	1960
82,31	2217
96,6	2205
41,34	1943
84,1	2140
14,32	2130
84,11	2163
30,16	1815
75,91	1911
3,60	1986
66,19	1727
34,74	2048
3,46	2137
48,99	2003
72,90	2495
99,53	2279
90,14	2156
31,42	1911
50,61	1876
75,9	2187
79,59	2034
88,73	2061
35,64	1834
68,79	1790
54,65	1844
56,12	1860
93,33	1965
0,87	2341
81,78	1804
81,38	2117
63,74	2055
93,9	2347
56,27	2019
49,2	1791
79,64	2208
49,92	2127
77,26	1471
90,47	2172
51,80	2171
67,92	1896
86,35	1576
58,18	1869
99,57	2135
61,47	2048
89,96	2051
28,93	1429
15,62	2276
51,62	2346
72,14	1993
55,22	2379
38,16	2086
36,10	2145
72,4	1836
28,3	2088
86,31	1981
15,13	2014
31,28	2231
52,34	1759
73,31	2220
26,68	1998
20,62	2372
96,23	2167
75,82	1887
7,99	2101
39,64	1935
67,52	1783
17,9	2228
6,49	2171
57,20	2070
34,92	2186
95,79	1722
37,88	2002
82,22	2353
88,59	1756
95,48	1687
28,75	1596
98,50	2215
72,36	2152
76,8	1856
85,23	1845
74,96	2140
15,40	2174
21,50	1934
58,90	2402
76,83	1626
91,7	2087
72,0	2189
80,51	2315
20,17	2136
47,43	2273
2,41	1873
14,98	1960
53,91	2043
60,88	2268
34,30	2004
69,0	2283
56,63	1853
10,87	2275
63,30	2049
50,87	2198
26,19	1966
46,39	2140
18,65	1861
38,45	1939
86,7	1794
26,5	2224
5,57	2151
99,13	2281
10,18	1916
7,95	2052
5,75	2200
1,75	2013
43,36	2153
46,84	2078
69,14	1980
44,91	1616
47,0	2226
98,87	2799
69,4	1969
22,1	1910
68,39	1947
39,1	2011
26,95	1993
44,46	1765
10,29	1845
21,43	2163
89,70	2232
25,72	1676
82,75	2242
71,86	1928
18,54	1609
56,89	2180
62,99	2237
30,78	1987
86,44	1802
28,57	1675
88,86	2035
86,88	1734
67,2	1666
25,43	2066
17,11	2011
78,52	1564
27,96	2505
73,17	1896
56,34	1854
12,23	1747
98,47	2400
37,13	2223
38,27	2150
37,62	2243
42,22	1991
20,97	2223
85,92	1985
85,89	2115
74,67	2024
9,31	2097
58,65	1919
64,93	1682
88,68	1795
14,50	1929
5,79	2044
98,69	2324
66,86	1873
2,70	1872
74,2	1724
67,63	1783
0,32	2155
36,8	2249
39,73	2044
28,71	1643
33,79	2172
27,89	2549
86,57	1811
59,31	2111
44,15	1762
23,27	2063
70,45	1978
91,93	1906
75,33	1793
37,97	2154
77,35	1499
0,43	2109
47,8	2064
20,35	1684
52,70	2075
32,43	2145
52,6	2070
3,1	1996
0,10	2054
18,47	1875
42,75	1853
47,65	2234
67,23	1847
87,61	1927
44,9	1977
77,66	1779
79,99	2069
26,82	1988
83,65	1923
36,4	1963
68,53	1823
54,54	1621
23,6	2109
33,17	1941
11,26	1658
46,3	2304
83,14	2001
19,48	1822
54,61	1916
37,71	2154
50,50	1693
6,63	1915
84,73	2027
21,36	2194
46,75	1937
55,57	2348
22,64	1818
0,61	1972
39,28	2010
9,7	2109
4,61	1891
29,4	1790
33,40	1957
36,25	2111
56,70	1986
20,22	2288
75,20	2033
24,22	2341
48,1	1991
76,18	1632
65,21	2141
40,20	1961
81,49	1996
19,88	2012
62,55	2362
97,9	2590
93,64	1935
93,24	1956
57,28	2178
10,25	2124
23,85	1998
62,46	2219
99,88	2199
65,14	2062
4,83	2019
92,41	1890
44,59	1728
6,74	1995
55,53	2288
27,30	2158
96,70	2281
0,25	2044
94,69	2075
59,79	2037
74,89	2168
11,48	1750
80,24	1899
43,14	2051
48,5	2386
53,28	2311
38,63	1868
70,30	2053
41,63	1704
